Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3132 378,13-Oct-20,Tuesday,19,Visa,Tap,£27,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,47.5,Monzo,0
#2588 215,13-Oct-20,Tuesday,21,MasterCard,PIN,£117,ATM,Gaming,India,India,India,F,47.4,Barclays,0
#3436 466,13-Oct-20,Tuesday,18,Visa,PIN,£296,ATM,Children,United Kingdom,China,United Kingdom,F,38.8,Monzo,0
#3314 395,14-Oct-20,Wednesday,15,MasterCard,PIN,£25,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,53.7,Barlcays,0
#2554 223,13-Oct-20,Tuesday,17,Visa,Tap,£8,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,63.8,Barclays,0
#2570 351,13-Oct-20,Tuesday,22,Visa,CVC,£15,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,31.2,RBS,0
#3385 528,13-Oct-20,Tuesday,12,MasterCard,Tap,£10,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,42.7,Barclays,0
#2686 724,14-Oct-20,Wednesday,22,MasterCard,PIN,£27,ATM,Food,United Kingdom,China,United Kingdom,M,40.8,RBS,0
#3641 892,13-Oct-20,Tuesday,7,MasterCard,PIN,£10,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,51.9,Halifax,0
#3472 409,14-Oct-20,Wednesday,11,Visa,PIN,£249,POS,Electronics,China,China,China,F,31.1,Barclays,0
#3081 463,14-Oct-20,Wednesday,20,MasterCard,CVC,£30,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,44.9,Metro,0
#3340 430,13-Oct-20,Tuesday,16,Visa,PIN,£385,ATM,Services,United Kingdom,India,United Kingdom,F,55.3,Barclays,0
#2772 559,13-Oct-20,Tuesday,21,MasterCard,PIN,£157,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,30.9,Barclays,0
#3581 671,13-Oct-20,Tuesday,21,Visa,CVC,£137,Online,Services,USA,USA,USA,F,32.5,Barclays,0
#3553 200,14-Oct-20,Wednesday,19,MasterCard,CVC,£16,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,48.1,Metro,0
#3480 983,13-Oct-20,Tuesday,23,MasterCard,CVC,£153,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,40.4,Monzo,0
#3265 435,14-Oct-20,Wednesday,19,Visa,PIN,£9,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,27,Barlcays,0
#3403 772,13-Oct-20,Tuesday,10,Visa,PIN,£255,ATM,Subscription,USA,USA,USA,M,53,RBS,0
#3105 210,14-Oct-20,Wednesday,12,Visa,CVC,£12,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,49.8,HSBC,0
#3444 050,14-Oct-20,Wednesday,22,Visa,CVC,£260,Online,Gaming,United Kingdom,USA,United Kingdom,M,30.9,Metro,0
#2925 651,13-Oct-20,Tuesday,10,Visa,CVC,£319,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,54.8,Metro,0
#2688 832,14-Oct-20,Wednesday,14,Visa,PIN,£127,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,56.3,Monzo,0
#3478 952,14-Oct-20,Wednesday,9,MasterCard,CVC,£14,Online,Food,United Kingdom,China,United Kingdom,F,31.7,Barclays,0
#2911 638,13-Oct-20,Tuesday,14,Visa,CVC,£42,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,42.2,Metro,0
#3091 344,14-Oct-20,Wednesday,11,MasterCard,PIN,£94,POS,Gaming,Russia,Russia,Russia,M,38.6,Barclays,0
#2899 041,14-Oct-20,Wednesday,22,Visa,CVC,£27,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,36.8,Monzo,0
#2900 966,13-Oct-20,Tuesday,20,MasterCard,PIN,£149,ATM,Fashion,China,China,United Kingdom,M,30.6,Metro,1
#3225 950,14-Oct-20,Wednesday,16,Visa,CVC,£5,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,39.1,HSBC,0
#3159 822,14-Oct-20,Wednesday,7,MasterCard,CVC,£26,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,45.8,HSBC,0
#3524 813,13-Oct-20,Tuesday,12,Visa,PIN,£28,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,42.2,Halifax,0
#3064 266,13-Oct-20,Tuesday,23,Visa,PIN,£125,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,43.8,HSBC,0
#3543 571,13-Oct-20,Tuesday,10,MasterCard,PIN,£5,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,45.9,Barclays,0
#3309 828,14-Oct-20,Wednesday,15,Visa,CVC,£120,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,45.4,Metro,0
#3584 946,14-Oct-20,Wednesday,20,Visa,PIN,£111,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,36.1,Lloyds,0
#3183 852,13-Oct-20,Tuesday,19,Visa,CVC,£25,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,50.4,Metro,0
#3370 148,13-Oct-20,Tuesday,21,MasterCard,PIN,£28,ATM,Subscription,India,India,United Kingdom,F,29.4,Barclays,0
#2791 033,13-Oct-20,Tuesday,11,MasterCard,CVC,£16,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,40.3,Barclays,0
#3207 394,14-Oct-20,Wednesday,13,MasterCard,PIN,£23,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,44,Metro,0
#3273 823,13-Oct-20,Tuesday,9,Visa,CVC,£115,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,23.9,Halifax,0
#3465 433,14-Oct-20,Wednesday,11,Visa,CVC,£100,Online,Restaurant,United Kingdom,USA,United Kingdom,M,39.8,Lloyds,0
#2903 628,14-Oct-20,Wednesday,19,MasterCard,PIN,£187,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,40.5,RBS,0
#2956 478,14-Oct-20,Wednesday,13,Visa,Tap,£30,POS,Entertainment,India,India,India,F,33.4,Lloyds,0
#2860 039,13-Oct-20,Tuesday,18,Visa,PIN,£108,ATM,Food,United Kingdom,India,United Kingdom,F,42.4,Halifax,0
#2865 640,14-Oct-20,Wednesday,17,Visa,PIN,£116,ATM,Entertainment,USA,USA,USA,M,49.1,RBS,0
#2593 981,14-Oct-20,Wednesday,15,MasterCard,PIN,£397,ATM,Gaming,India,India,United Kingdom,F,44.3,Monzo,0
#2799 773,14-Oct-20,Wednesday,12,MasterCard,PIN,£295,POS,Restaurant,India,India,India,F,66.4,Monzo,0
#3146 375,14-Oct-20,Wednesday,14,Visa,PIN,£190,ATM,Food,China,China,China,M,52.3,Barclays,0
#2701 102,14-Oct-20,Wednesday,19,Visa,CVC,£5,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,43.2,Monzo,0
#3160 712,14-Oct-20,Wednesday,20,Visa,PIN,£30,ATM,Services,United Kingdom,Russia,United Kingdom,M,39.6,Halifax,0
#3003 146,13-Oct-20,Tuesday,8,MasterCard,PIN,£110,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,48.4,Lloyds,0
#3350 247,14-Oct-20,Wednesday,18,Visa,CVC,£313,Online,Children,India,India,India,F,43.7,Halifax,0
#2964 489,13-Oct-20,Tuesday,19,Visa,PIN,£20,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,46.2,Halifax,0
#2746 025,13-Oct-20,Tuesday,17,Visa,CVC,£374,Online,Products,Russia,Russia,Russia,M,55.1,Barlcays,0
#3096 202,13-Oct-20,Tuesday,9,Visa,PIN,£203,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,58.6,Lloyds,0
#3673 597,14-Oct-20,Wednesday,16,Visa,PIN,£252,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,30.3,Barclays,0
#2609 478,14-Oct-20,Wednesday,17,MasterCard,Tap,£8,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,57.6,Lloyds,0
#3358 803,14-Oct-20,Wednesday,16,Visa,PIN,£10,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,47.4,HSBC,0
#3398 613,14-Oct-20,Wednesday,22,MasterCard,PIN,£285,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,32.4,RBS,0
#3475 992,14-Oct-20,Wednesday,7,MasterCard,CVC,£391,Online,Children,United Kingdom,China,United Kingdom,M,45.6,Lloyds,0
#2867 467,14-Oct-20,Wednesday,7,MasterCard,CVC,£12,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,46.7,Barlcays,0
#3635 394,14-Oct-20,Wednesday,16,Visa,PIN,£320,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,55.1,HSBC,0
#3464 754,14-Oct-20,Wednesday,17,Visa,Tap,£30,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,33.4,Lloyds,0
#2942 350,14-Oct-20,Wednesday,10,MasterCard,PIN,£138,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,42.2,Metro,0
#3682 609,13-Oct-20,Tuesday,8,Visa,PIN,£257,ATM,Food,USA,USA,USA,F,36.6,Barclays,0
#2811 216,14-Oct-20,Wednesday,21,MasterCard,CVC,£62,Online,Children,China,China,China,F,41.7,Barlcays,0
#3462 235,13-Oct-20,Tuesday,6,Visa,CVC,£7,Online,Food,United Kingdom,USA,United Kingdom,F,46.5,Metro,1
#3408 171,14-Oct-20,Wednesday,7,Visa,CVC,£24,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,29.3,Barclays,0
#3172 093,13-Oct-20,Tuesday,23,Visa,PIN,£9,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,49.2,Halifax,0
#2729 598,14-Oct-20,Wednesday,19,Visa,CVC,£64,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,37,Lloyds,0
#2640 156,14-Oct-20,Wednesday,9,Visa,PIN,£9,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,61.2,Barclays,0
#2781 343,14-Oct-20,Wednesday,8,Visa,Tap,£8,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,36,RBS,0
#3387 384,13-Oct-20,Tuesday,12,MasterCard,CVC,£12,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,46.3,Lloyds,0
#2651 402,13-Oct-20,Tuesday,11,MasterCard,PIN,£68,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,49.5,Barclays,0
#3640 889,13-Oct-20,Tuesday,21,MasterCard,Tap,£24,POS,Products,United Kingdom,USA,United Kingdom,M,39.1,Barclays,0
#3678 736,14-Oct-20,Wednesday,21,Visa,PIN,£15,ATM,Children,United Kingdom,Russia,United Kingdom,F,42.5,Lloyds,0
#3564 277,14-Oct-20,Wednesday,18,Visa,Tap,£16,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,37.7,Barlcays,0
#2750 936,14-Oct-20,Wednesday,17,MasterCard,CVC,£13,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,42.9,Halifax,0
#2672 321,13-Oct-20,Tuesday,7,Visa,PIN,£18,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,35.9,Halifax,0
#3493 419,14-Oct-20,Wednesday,23,Visa,CVC,£12,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,52.8,Barclays,0
#3457 906,14-Oct-20,Wednesday,10,MasterCard,CVC,£344,Online,Fashion,USA,USA,United Kingdom,F,36.4,Barclays,1
#3319 214,13-Oct-20,Tuesday,7,MasterCard,CVC,£7,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,34.3,Barclays,0
#3494 688,13-Oct-20,Tuesday,14,Visa,CVC,£167,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,44,Lloyds,0
#3510 181,14-Oct-20,Wednesday,19,MasterCard,PIN,£23,ATM,Products,Russia,Russia,United Kingdom,F,49.3,Halifax,0
#2898 426,14-Oct-20,Wednesday,16,Visa,PIN,£26,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,21.3,RBS,0
#3245 270,14-Oct-20,Wednesday,3,MasterCard,Tap,£19,POS,Electronics,China,China,United Kingdom,M,42.2,Barlcays,1
#3405 035,13-Oct-20,Tuesday,7,MasterCard,CVC,£17,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,37.4,Monzo,0
#2735 552,14-Oct-20,Wednesday,23,Visa,PIN,£168,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,53.1,HSBC,0
#2622 416,13-Oct-20,Tuesday,11,MasterCard,PIN,£11,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,48.8,Halifax,0
#3220 186,13-Oct-20,Tuesday,8,MasterCard,PIN,£72,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,53.7,RBS,0
#2761 928,13-Oct-20,Tuesday,23,MasterCard,Tap,£15,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,36.5,HSBC,0
#3489 017,14-Oct-20,Wednesday,20,Visa,PIN,£127,POS,Electronics,India,India,United Kingdom,M,39.1,Barclays,1
#2973 129,13-Oct-20,Tuesday,22,MasterCard,CVC,£26,Online,Food,India,India,India,F,42.3,HSBC,0
#3642 576,13-Oct-20,Tuesday,14,Visa,PIN,£251,POS,Fashion,United Kingdom,India,United Kingdom,F,44.2,HSBC,0
#2596 743,14-Oct-20,Wednesday,10,MasterCard,Tap,£11,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,37.5,Lloyds,0
#3088 698,13-Oct-20,Tuesday,21,Visa,PIN,£265,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,43.6,HSBC,0
#2623 586,13-Oct-20,Tuesday,16,Visa,PIN,£140,POS,Services,India,India,United Kingdom,M,40.7,Metro,0
#3568 714,13-Oct-20,Tuesday,21,Visa,CVC,£317,Online,Products,India,India,India,F,51.6,Monzo,0
#2901 980,13-Oct-20,Tuesday,10,MasterCard,PIN,£209,POS,Children,Russia,Russia,Russia,M,46.7,RBS,0
#3194 836,13-Oct-20,Tuesday,10,MasterCard,CVC,£310,Online,Fashion,United Kingdom,USA,United Kingdom,F,41.9,Halifax,0
#2786 136,14-Oct-20,Wednesday,12,MasterCard,CVC,£192,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,49.2,Barclays,0
#2763 025,13-Oct-20,Tuesday,20,MasterCard,CVC,£17,Online,Fashion,China,China,China,F,29.3,Metro,0
#3667 107,14-Oct-20,Wednesday,20,MasterCard,CVC,£325,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,50.2,Lloyds,0
#3177 021,13-Oct-20,Tuesday,13,Visa,PIN,£271,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,17.8,Monzo,0
#3146 113,13-Oct-20,Tuesday,11,MasterCard,CVC,£117,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,44.7,Barclays,0
#2921 257,14-Oct-20,Wednesday,7,MasterCard,PIN,£338,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,51.2,Monzo,0
#3517 212,13-Oct-20,Tuesday,17,MasterCard,PIN,£19,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,51.8,Barclays,0
#2928 881,13-Oct-20,Tuesday,23,Visa,PIN,£27,POS,Products,United Kingdom,Russia,United Kingdom,F,32.1,Barclays,0
#3312 324,14-Oct-20,Wednesday,11,MasterCard,PIN,£141,POS,Children,Russia,Russia,United Kingdom,F,39.3,Barlcays,0
#3208 700,13-Oct-20,Tuesday,19,Visa,Tap,£5,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,56.7,Barclays,0
#3184 318,14-Oct-20,Wednesday,15,MasterCard,PIN,£333,POS,Children,India,United Kingdom,India,F,55.2,Metro,0
#2644 346,13-Oct-20,Tuesday,10,Visa,CVC,£54,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,37.7,Barclays,0
#3063 574,13-Oct-20,Tuesday,7,MasterCard,PIN,£9,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,39.4,Barclays,0
#2572 612,13-Oct-20,Tuesday,8,Visa,CVC,£360,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,53.1,Barlcays,0
#3140 532,13-Oct-20,Tuesday,11,MasterCard,PIN,£373,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,28.6,Barclays,0
#2734 895,14-Oct-20,Wednesday,13,Visa,PIN,£396,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,59.1,Barclays,0
#2991 877,14-Oct-20,Wednesday,13,Visa,PIN,£130,POS,Products,USA,USA,USA,M,46.5,Barclays,0
#2716 539,13-Oct-20,Tuesday,22,MasterCard,CVC,£207,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,45.9,Halifax,0
#3548 465,13-Oct-20,Tuesday,9,Visa,CVC,£103,Online,Products,China,China,China,F,37.1,RBS,0
#3608 123,13-Oct-20,Tuesday,17,Visa,CVC,£290,Online,Restaurant,USA,USA,United Kingdom,M,45.2,Barclays,0
#2746 419,14-Oct-20,Wednesday,16,MasterCard,Tap,£16,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,40.9,Halifax,0
#2830 466,14-Oct-20,Wednesday,16,MasterCard,CVC,£379,Online,Food,China,China,China,F,52.6,Lloyds,0
#3510 953,14-Oct-20,Wednesday,20,Visa,PIN,£140,ATM,Food,Russia,Russia,Russia,M,48.3,Barclays,0
#3427 561,14-Oct-20,Wednesday,7,Visa,CVC,£106,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,59.3,Barclays,0
#2703 641,13-Oct-20,Tuesday,21,MasterCard,Tap,£22,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,41.9,Metro,0
#2703 896,14-Oct-20,Wednesday,7,MasterCard,PIN,£205,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,35.5,Barclays,0
#3020 517,14-Oct-20,Wednesday,13,Visa,Tap,£27,POS,Products,India,India,India,M,46.6,Barclays,0
#3346 989,13-Oct-20,Tuesday,9,Visa,PIN,£352,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,57.5,Metro,0
#2965 599,13-Oct-20,Tuesday,20,MasterCard,Tap,£25,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,39.6,Barlcays,0
#3041 967,14-Oct-20,Wednesday,8,MasterCard,PIN,£94,ATM,Gaming,China,China,China,M,34.6,Barlcays,0
#3464 594,14-Oct-20,Wednesday,14,MasterCard,PIN,£25,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,42.9,Barlcays,0
#3513 032,14-Oct-20,Wednesday,8,MasterCard,CVC,£209,Online,Entertainment,United Kingdom,China,United Kingdom,F,48,Barlcays,0
#2994 546,14-Oct-20,Wednesday,18,Visa,PIN,£15,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,42.4,Monzo,0
#3284 619,14-Oct-20,Wednesday,7,Visa,PIN,£13,ATM,Services,USA,USA,USA,M,39.3,Metro,0
#2926 559,13-Oct-20,Tuesday,19,Visa,Tap,£26,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,55.8,Barclays,0
#2916 536,13-Oct-20,Tuesday,15,MasterCard,CVC,£109,Online,Electronics,USA,USA,USA,M,33.9,Lloyds,0
#3005 604,14-Oct-20,Wednesday,7,Visa,Tap,£6,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,41,Metro,0
#3352 323,13-Oct-20,Tuesday,18,Visa,PIN,£35,ATM,Restaurant,USA,USA,USA,F,44.8,Barclays,0
#2559 031,13-Oct-20,Tuesday,18,Visa,CVC,£13,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,29.6,Halifax,0
#3283 344,14-Oct-20,Wednesday,16,Visa,CVC,£20,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,41,Lloyds,0
#3336 537,13-Oct-20,Tuesday,11,MasterCard,PIN,£114,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,43.2,RBS,0
#2729 389,14-Oct-20,Wednesday,8,MasterCard,CVC,£158,Online,Gaming,India,India,India,F,29.3,Metro,0
#3145 069,13-Oct-20,Tuesday,13,MasterCard,PIN,£118,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,46.3,Barclays,0
#3657 977,13-Oct-20,Tuesday,8,MasterCard,PIN,£211,ATM,Subscription,United Kingdom,China,United Kingdom,F,37.4,Metro,0
#3671 539,14-Oct-20,Wednesday,17,MasterCard,Tap,£22,POS,Electronics,United Kingdom,Russia,United Kingdom,M,39.4,Barlcays,0
#3597 323,14-Oct-20,Wednesday,17,Visa,PIN,£19,POS,Restaurant,USA,USA,USA,F,43.1,HSBC,0
#3108 983,13-Oct-20,Tuesday,7,MasterCard,PIN,£23,ATM,Subscription,United Kingdom,India,United Kingdom,F,45.9,RBS,0
#3459 107,13-Oct-20,Tuesday,14,Visa,CVC,£23,Online,Children,USA,USA,USA,M,39.3,Halifax,0
#2949 240,14-Oct-20,Wednesday,10,MasterCard,PIN,£28,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,37.5,Halifax,0
#3494 748,14-Oct-20,Wednesday,21,MasterCard,PIN,£347,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,54.9,Barclays,0
#3237 035,14-Oct-20,Wednesday,10,Visa,PIN,£12,ATM,Children,United Kingdom,India,United Kingdom,F,39.5,Barclays,1
#3318 569,13-Oct-20,Tuesday,8,Visa,CVC,£13,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,52.2,Barlcays,0
#3287 447,13-Oct-20,Tuesday,19,Visa,PIN,£77,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,26.1,Barclays,0
#2997 949,14-Oct-20,Wednesday,6,Visa,Tap,£5,POS,Gaming,India,India,United Kingdom,M,35.3,Barclays,1
#3649 662,14-Oct-20,Wednesday,2,MasterCard,Tap,£26,POS,Fashion,USA,USA,United Kingdom,M,48.7,Barclays,1
#3468 652,14-Oct-20,Wednesday,11,Visa,PIN,£304,POS,Food,United Kingdom,USA,United Kingdom,M,41.3,Barclays,0
#2802 005,14-Oct-20,Wednesday,22,MasterCard,PIN,£27,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,51.8,Barclays,0
#3640 186,13-Oct-20,Tuesday,9,Visa,PIN,£384,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,34.6,Lloyds,0
#3095 165,13-Oct-20,Tuesday,15,Visa,CVC,£11,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,57.8,HSBC,0
#3599 174,14-Oct-20,Wednesday,13,Visa,Tap,£8,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,39.3,Barclays,0
#2893 876,14-Oct-20,Wednesday,21,Visa,Tap,£24,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,45.1,Barclays,0
#2657 452,13-Oct-20,Tuesday,18,MasterCard,Tap,£6,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,62.8,Lloyds,0
#3287 071,13-Oct-20,Tuesday,21,MasterCard,PIN,£150,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,34.2,Lloyds,0
#2991 204,14-Oct-20,Wednesday,22,Visa,PIN,£29,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,39.6,Barclays,0
#2843 606,13-Oct-20,Tuesday,20,MasterCard,CVC,£23,Online,Electronics,China,China,China,F,51.3,Barclays,0
#3122 802,13-Oct-20,Tuesday,18,Visa,CVC,£25,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,43,Lloyds,0
#2881 934,14-Oct-20,Wednesday,23,Visa,PIN,£25,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,37.8,Barclays,0
#3400 557,14-Oct-20,Wednesday,16,MasterCard,PIN,£65,ATM,Restaurant,India,India,India,M,39.4,Halifax,0
#3382 577,13-Oct-20,Tuesday,19,MasterCard,CVC,£10,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,49.2,Halifax,0
#3096 371,14-Oct-20,Wednesday,12,Visa,CVC,£85,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,56.4,Barclays,0
#3295 996,14-Oct-20,Wednesday,15,Visa,CVC,£15,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,42.6,HSBC,0
#3024 344,14-Oct-20,Wednesday,9,MasterCard,Tap,£24,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,62.7,Barclays,0
#3448 468,13-Oct-20,Tuesday,7,Visa,CVC,£18,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,69.9,Metro,0
#3007 149,14-Oct-20,Wednesday,19,Visa,CVC,£23,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,27.7,Barclays,0
#2934 266,13-Oct-20,Tuesday,20,MasterCard,PIN,£143,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,51.1,Barclays,0
#3037 547,13-Oct-20,Tuesday,14,Visa,CVC,£10,Online,Restaurant,India,India,India,M,31.7,Barclays,0
#3597 456,14-Oct-20,Wednesday,10,MasterCard,CVC,£19,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,45.6,Lloyds,0
#3252 791,14-Oct-20,Wednesday,23,MasterCard,CVC,£391,Online,Services,United Kingdom,USA,United Kingdom,M,65.2,Halifax,0
#3045 589,14-Oct-20,Wednesday,13,MasterCard,PIN,£112,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,47.6,RBS,0
#3470 159,14-Oct-20,Wednesday,7,Visa,PIN,£15,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,35.4,Monzo,0
#3498 026,13-Oct-20,Tuesday,15,Visa,PIN,£144,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,41.8,Barlcays,0
#2624 629,13-Oct-20,Tuesday,23,Visa,CVC,£70,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,61.2,RBS,0
#3367 416,14-Oct-20,Wednesday,20,Visa,PIN,£68,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,60.9,Barclays,0
#2890 747,13-Oct-20,Tuesday,14,Visa,Tap,£27,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,41.1,Barclays,0
#2639 542,14-Oct-20,Wednesday,22,Visa,CVC,£348,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,53.2,HSBC,0
#2795 608,13-Oct-20,Tuesday,22,Visa,CVC,£158,Online,Food,USA,USA,United Kingdom,F,44.7,Barclays,0
#3036 483,13-Oct-20,Tuesday,18,Visa,CVC,£5,Online,Fashion,Russia,Russia,United Kingdom,M,33.3,RBS,1
#2893 019,14-Oct-20,Wednesday,11,MasterCard,CVC,£52,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,53,Barclays,0
#2923 462,13-Oct-20,Tuesday,21,Visa,PIN,£155,POS,Electronics,China,China,China,F,52.5,HSBC,0
#3643 461,14-Oct-20,Wednesday,12,MasterCard,CVC,£15,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,56.6,Barclays,0
#3137 669,14-Oct-20,Wednesday,12,Visa,PIN,£7,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,62.7,RBS,0
#2985 268,13-Oct-20,Tuesday,18,MasterCard,Tap,£19,POS,Food,United Kingdom,China,United Kingdom,F,44.5,Barclays,0
#2582 065,14-Oct-20,Wednesday,22,MasterCard,Tap,£19,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,42.8,HSBC,0
#3509 671,14-Oct-20,Wednesday,16,Visa,PIN,£25,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,57.7,Metro,0
